time,PT.Ox_Downstream.channel_id
2026-03-06 12:33:02.401183,7
2026-03-06 12:33:02.502168,7
2026-03-06 12:33:02.603145,7
2026-03-06 12:33:02.703803,7
2026-03-06 12:33:02.805219,7
2026-03-06 12:33:02.905804,7
2026-03-06 12:33:03.006775,7
2026-03-06 12:33:03.107972,7
2026-03-06 12:33:03.208838,7
2026-03-06 12:33:03.310265,7
2026-03-06 12:33:03.411114,7
2026-03-06 12:33:03.512241,7
2026-03-06 12:33:03.612978,7
2026-03-06 12:33:03.714499,7
2026-03-06 12:33:03.815765,7
2026-03-06 12:33:03.916436,7
2026-03-06 12:33:04.017695,7
2026-03-06 12:33:04.118739,7
2026-03-06 12:33:04.219845,7
2026-03-06 12:33:04.320416,7
2026-03-06 12:33:04.421131,7
2026-03-06 12:33:04.522107,7
2026-03-06 12:33:04.622684,7
2026-03-06 12:33:04.723807,7
2026-03-06 12:33:04.824339,7
2026-03-06 12:33:04.925301,7
2026-03-06 12:33:05.026558,7
2026-03-06 12:33:05.127639,7
2026-03-06 12:33:05.229172,7
2026-03-06 12:33:05.330601,7
2026-03-06 12:33:05.431036,7
2026-03-06 12:33:05.531748,7
2026-03-06 12:33:05.632185,7
2026-03-06 12:33:05.733031,7
2026-03-06 12:33:05.833736,7
2026-03-06 12:33:05.934683,7
2026-03-06 12:33:06.035487,7
2026-03-06 12:33:06.136029,7
2026-03-06 12:33:06.237419,7
2026-03-06 12:33:06.338075,7
2026-03-06 12:33:06.439068,7
2026-03-06 12:33:06.540243,7
2026-03-06 12:33:06.641096,7
2026-03-06 12:33:06.742311,7
2026-03-06 12:33:06.843837,7
2026-03-06 12:33:06.944909,7
2026-03-06 12:33:07.04641,7
2026-03-06 12:33:07.147296,7
2026-03-06 12:33:07.249004,7
2026-03-06 12:33:07.349969,7
2026-03-06 12:33:07.450902,7
2026-03-06 12:33:07.551708,7
2026-03-06 12:33:07.65256,7
2026-03-06 12:33:07.75435,7
2026-03-06 12:33:07.856097,7
2026-03-06 12:33:07.957445,7
2026-03-06 12:33:08.058354,7
2026-03-06 12:33:08.159768,7
2026-03-06 12:33:08.261486,7
2026-03-06 12:33:08.362725,7
2026-03-06 12:33:08.463394,7
2026-03-06 12:33:08.564919,7
2026-03-06 12:33:08.66579,7
2026-03-06 12:33:08.766968,7
2026-03-06 12:33:08.868236,7
2026-03-06 12:33:08.969149,7
2026-03-06 12:33:09.070107,7
2026-03-06 12:33:09.170694,7
2026-03-06 12:33:09.271738,7
2026-03-06 12:33:09.372735,7
2026-03-06 12:33:09.47431,7
2026-03-06 12:33:09.574839,7
2026-03-06 12:33:09.675627,7
2026-03-06 12:33:09.776735,7
2026-03-06 12:33:09.877278,7
2026-03-06 12:33:09.978514,7
2026-03-06 12:33:10.079013,7
2026-03-06 12:33:10.179828,7
2026-03-06 12:33:10.280411,7
2026-03-06 12:33:10.381305,7
2026-03-06 12:33:10.482523,7
2026-03-06 12:33:10.583817,7
2026-03-06 12:33:10.68416,7
2026-03-06 12:33:10.785576,7
2026-03-06 12:33:10.886277,7
2026-03-06 12:33:10.987703,7
2026-03-06 12:33:11.089092,7
