# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
196.787,8387.91,-36.687,-0.005,36.731,0.086,1238.694,7.693,1238.718,0.356,31.601,0.085,35.347,-117.805,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3582011.586,0,823.411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.804,61.851,680.565,1119.91,0.491,7.458
197.07,8377.53,-36.686,0,36.773,0.091,1229.635,7.692,1229.659,0.358,32.432,0.091,35.347,-117.805,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3587236.549,0,828.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.963,61.943,681.002,1120.012,0.283,7.458
197.57,8359.179,-36.716,-0.002,36.739,0.062,1213.171,7.69,1213.195,0.363,33.426,0.062,35.347,-117.805,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3584564.765,0,824.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.712,61.996,681.255,1120.071,0.5,7.459
197.922,8346.28,-36.696,0.002,36.757,0.083,1201.589,7.689,1201.614,0.367,32.485,0.083,35.347,-117.805,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3587541.821,0,829.235,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.373,62.091,681.701,1120.175,0.351,7.459
198.422,8327.933,-36.693,0,36.723,0.073,1185.641,7.687,1185.666,0.371,31.308,0.073,35.347,-117.805,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3585117.656,0,827.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.801,62.157,682.015,1120.248,0.5,7.46
198.735,8316.426,-36.674,0.002,36.752,0.089,1175.679,7.687,1175.704,0.375,32.211,0.089,35.347,-117.805,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3589044.696,0,829.76,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.595,62.251,682.461,1120.352,0.314,7.46
199.235,8298.083,-36.697,-0.001,36.714,0.054,1159.357,7.685,1159.382,0.38,33.077,0.054,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3586103.481,0,824.991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.198,62.31,682.741,1120.418,0.5,7.46
199.735,8279.731,-36.712,-0.001,36.715,0.021,1142.734,7.683,1142.76,0.385,33.413,0.021,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3587351.943,0,824.343,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.851,62.404,683.187,1120.522,0.5,7.461
199.985,8270.57,-36.582,0.016,36.94,0.183,1134.565,7.683,1134.591,0.388,31.946,0.182,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3610598.255,0,851.693,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,26.816,62.498,683.634,1120.626,0.25,7.462
200.485,8252.345,-36.319,0.016,36.584,0.221,1119.477,7.681,1119.504,0.393,28.404,0.22,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3576322.628,0,857.995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,24.01,62.545,683.856,1120.678,0.5,7.462
200.695,8244.721,-36.455,-0.02,36.461,0.029,1113.512,7.68,1113.538,0.395,28.541,0.02,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3565462.604,0,808.396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.166,62.639,684.3,1120.781,0.21,7.463
201.195,8226.448,-36.635,-0.011,36.655,0.06,1099.005,7.679,1099.032,0.4,29.485,0.059,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3585005.203,0,817.176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.713,62.678,684.485,1120.824,0.5,7.463
201.695,8208.132,-36.632,0,36.666,0.076,1083.956,7.677,1083.983,0.406,30.712,0.076,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3587169.999,0,827.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.288,62.772,684.93,1120.928,0.5,7.463
202.195,8189.83,-36.576,0.003,36.644,0.109,1068.162,7.676,1068.19,0.412,32.465,0.109,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3586242.855,0,832.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.703,62.866,685.375,1121.032,0.5,7.464
202.45,8180.483,-36.583,-0.001,36.673,0.09,1059.961,7.675,1059.989,0.415,31.721,0.09,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3590281.69,0,827.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.15,62.96,685.821,1121.135,0.256,7.464
202.95,8162.177,-36.641,-0.004,36.65,0.039,1044.256,7.674,1044.284,0.421,31.101,0.039,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3588558.037,0,822.593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.307,63.008,686.048,1121.188,0.5,7.465
203.45,8143.853,-36.653,-0.001,36.653,0.005,1028.684,7.672,1028.713,0.427,31.187,0.005,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3590030.51,0,824.38,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.303,63.102,686.493,1121.292,0.5,7.465
203.839,8129.629,-36.534,0.009,36.679,0.136,1016.23,7.671,1016.259,0.432,32.89,0.136,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3593778.225,0,840.362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,36.146,63.196,686.939,1121.396,0.389,7.466
204.049,8121.968,-36.564,-0.004,36.597,0.053,1009.374,7.67,1009.403,0.435,32.536,0.052,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3586664.697,0,822.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.966,63.269,687.285,1121.477,0.21,7.466
204.282,8113.421,-36.587,-0.003,36.605,0.039,1001.736,7.67,1001.765,0.439,32.829,0.039,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3587928.198,0,822.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.973,63.308,687.471,1121.52,0.234,7.467
204.782,8095.118,-36.625,-0.002,36.626,0.011,985.279,7.668,985.308,0.446,32.999,0.011,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3590505.623,0,823.054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.222,63.352,687.679,1121.569,0.5,7.467
205.282,8076.806,-36.623,0,36.623,0,968.779,7.667,968.809,0.453,33.001,0,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3591422.895,0,825.053,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.007,63.446,688.124,1121.672,0.5,7.467
205.751,8059.682,-36.528,0.006,36.602,0.109,952.945,7.665,952.976,0.461,34.64,0.109,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3590530.927,0,835.068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,36.973,63.54,688.57,1121.776,0.468,7.468
206.251,8041.423,-36.508,0.001,36.572,0.105,935.201,7.664,935.232,0.47,36.336,0.105,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3588618.874,0,830.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,38.5,63.628,688.986,1121.873,0.5,7.468
206.507,8032.05,-36.513,-0.001,36.608,0.093,925.972,7.663,926.004,0.474,35.567,0.093,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3593298.907,0,828.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.932,63.722,689.431,1121.977,0.257,7.469
207.007,8013.785,-36.551,-0.002,36.574,0.064,908.446,7.661,908.479,0.483,34.535,0.064,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3590613.871,0,824.709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.219,63.77,689.659,1122.03,0.5,7.469
207.247,8005.064,-36.298,0.033,37.087,0.276,900.431,7.66,900.464,0.487,32.422,0.274,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.034,3642122.075,0,881.619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,24.816,63.864,690.103,1122.133,0.239,7.47
207.646,7990.602,-36.202,0.008,36.556,0.219,888.056,7.659,888.089,0.494,29.619,0.218,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3590551.061,0,850.548,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,24.542,63.908,690.315,1122.183,0.399,7.47
207.971,7978.811,-36.366,-0.016,36.452,0.097,878.592,7.658,878.626,0.499,28.621,0.095,35.347,-117.806,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3581268.788,0,815.849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,26.107,63.983,690.667,1122.265,0.325,7.471
208.246,7968.773,-36.461,-0.011,36.468,0.027,870.673,7.657,870.707,0.504,28.84,0.025,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3583528.711,0,816.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.535,64.043,690.954,1122.332,0.276,7.471
208.746,7950.524,-36.535,-0.005,36.547,0.047,856.067,7.656,856.101,0.512,29.584,0.046,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3591957.118,0,822.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.543,64.095,691.198,1122.389,0.5,7.472
209.246,7932.261,-36.519,0.001,36.544,0.065,841.012,7.654,841.047,0.521,30.635,0.065,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3592789.844,0,827.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.978,64.188,691.642,1122.492,0.5,7.472
209.746,7914.027,-36.416,0.006,36.507,0.128,825.182,7.653,825.218,0.531,32.685,0.127,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3590349.448,0,836.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,35.272,64.282,692.086,1122.596,0.5,7.473
210.246,7895.808,-36.461,-0.003,36.506,0.089,808.484,7.651,808.52,0.542,34.11,0.089,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3591386.504,0,825.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,35.932,64.376,692.529,1122.699,0.5,7.473
210.746,7877.574,-36.477,-0.001,36.509,0.075,791.126,7.65,791.163,0.554,35.319,0.075,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3592836.876,0,826.499,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,36.863,64.469,692.973,1122.802,0.5,7.474
210.959,7869.832,-36.404,0.011,36.722,0.165,783.742,7.649,783.78,0.559,34.194,0.165,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3614893.134,0,844.777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.373,64.563,693.416,1122.906,0.212,7.474
211.419,7853.082,-36.394,0.001,36.484,0.119,768.411,7.648,768.449,0.57,32.439,0.119,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3591961.042,0,831.314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.877,64.602,693.605,1122.95,0.46,7.475
211.678,7843.662,-36.431,-0.004,36.474,0.063,759.952,7.647,759.99,0.577,32.961,0.063,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3592058.901,0,822.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.743,64.688,694.012,1123.045,0.259,7.475
211.952,7833.652,-36.462,-0.004,36.474,0.033,750.939,7.646,750.978,0.583,32.667,0.033,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3592645.831,0,822.449,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.747,64.737,694.241,1123.098,0.275,7.476
212.291,7821.309,-36.414,0.004,36.533,0.116,740.087,7.645,740.126,0.592,31.408,0.116,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3599062.759,0,834.099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.469,64.788,694.485,1123.155,0.339,7.476
212.547,7811.984,-36.45,-0.004,36.454,0.02,732.027,7.644,732.067,0.598,31.565,0.019,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3592067.174,0,821.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.113,64.852,694.785,1123.225,0.256,7.477
213.047,7793.759,-36.449,0,36.476,0.069,715.968,7.642,716.009,0.612,32.672,0.069,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3594855.162,0,826.989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.082,64.899,695.012,1123.278,0.5,7.477
213.547,7775.529,-36.472,-0.001,36.478,0.031,699.509,7.641,699.551,0.626,33.165,0.031,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3596115.954,0,824.194,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.798,64.993,695.455,1123.381,0.5,7.478
213.943,7761.119,-36.318,0.012,36.507,0.159,685.978,7.64,686.02,0.638,35.187,0.159,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3600263.651,0,845.243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,38.901,65.087,695.91,1123.484,0.396,7.478
214.246,7750.091,-36.394,-0.008,36.402,0.028,675.264,7.639,675.307,0.648,35.452,0.027,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3590821.49,0,818.82,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,36.187,65.16,696.276,1123.566,0.303,7.479
214.655,7735.198,-36.428,-0.003,36.446,0.048,660.893,7.637,660.938,0.662,34.816,0.048,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3595896.903,0,823.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.691,65.217,696.556,1123.629,0.409,7.479
215.155,7717.007,-36.334,0.006,36.418,0.122,643.977,7.636,644.022,0.679,32.849,0.122,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3594142.182,0,835.936,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.385,65.294,696.934,1123.713,0.5,7.479
215.522,7703.751,-36.036,0.025,36.559,0.261,632.504,7.635,632.55,0.692,29.784,0.26,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3609320.512,0,872.786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,23.621,65.387,697.396,1123.816,0.366,7.48
215.783,7694.301,-36.158,-0.014,36.323,0.124,624.842,7.634,624.889,0.7,28.748,0.123,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3586960.422,0,819.354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,25.281,65.455,697.732,1123.891,0.262,7.481
216.283,7676.18,-36.328,-0.011,36.381,0.097,610.855,7.632,610.903,0.716,27.2,0.096,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3593286.427,0,820.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,25.23,65.503,697.972,1123.945,0.5,7.481
216.783,7658.009,-36.354,-0.002,36.398,0.088,597.61,7.631,597.658,0.732,25.783,0.088,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3596153.682,0,826.87,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,23.995,65.597,698.432,1124.048,0.5,7.482
216.967,7651.336,-36.273,0.014,36.715,0.189,592.769,7.63,592.818,0.737,26.901,0.189,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3628709.179,0,850.773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.578,65.69,698.893,1124.151,0.184,7.482
217.467,7633.214,-36.214,0.004,36.345,0.153,578.703,7.629,578.754,0.755,29.361,0.153,35.347,-117.807,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3592593.353,0,837.666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.443,65.724,699.062,1124.189,0.5,7.483
217.967,7615.073,-36.35,-0.008,36.374,0.065,563.764,7.628,563.816,0.775,30.395,0.064,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3596720.516,0,819.738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.719,65.817,699.522,1124.291,0.5,7.483
218.467,7596.921,-36.261,0.006,36.354,0.129,548.049,7.626,548.102,0.797,32.466,0.129,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3595934.696,0,836.386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,35.062,65.91,699.983,1124.394,0.5,7.484
218.967,7578.776,-36.318,-0.004,36.358,0.084,531.48,7.625,531.535,0.822,33.809,0.083,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3597547.146,0,824.982,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,35.514,66.003,700.444,1124.497,0.5,7.484
219.194,7570.533,-36.272,0.006,36.498,0.141,523.919,7.624,523.974,0.834,32.78,0.141,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3612670.403,0,838.284,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.722,66.096,700.904,1124.6,0.227,7.485
219.466,7560.697,-36.112,0.018,36.617,0.226,515.277,7.623,515.334,0.848,30.811,0.225,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3625004.415,0,860.471,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,24.749,66.139,701.113,1124.647,0.272,7.485
219.586,7556.375,-36.166,-0.014,36.167,0.015,511.592,7.623,511.649,0.854,30.827,0.004,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3581081.878,0,813.266,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.974,66.189,701.363,1124.702,0.12,7.486
219.841,7547.138,-36.247,-0.01,36.277,0.053,503.673,7.622,503.73,0.867,31.253,0.052,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3592259.37,0,818.069,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.732,66.211,701.473,1124.727,0.255,7.487
220.148,7535.979,-36.306,-0.006,36.316,0.033,494.108,7.621,494.167,0.884,30.931,0.033,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3596769.664,0,820.503,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.068,66.259,701.707,1124.779,0.308,7.487
